"id","work_year","experience_level","employment_type","job_title","salary","salary_currency","salary_in_usd","employee_residence","remote_ratio","company_location","company_size","tech_hub","lat","long","cost_of_living_index","cost_of_lving_single_usd","cost_of_living_family4_usd","median_home_price_usd"
2871,2022,"MI","FT","Data Scientist",58000,"EUR",60938,"DE",100,"DE","S","Copenhagen","55.676098","12.568337","82.1","1199.9","4294.7",240000
2882,2020,"EN","FT","Data Scientist",43200,"EUR",49268,"DE",0,"DE","S","Copenhagen","55.676098","12.568337","82.1","1199.9","4294.7",240000
2975,2020,"MI","FT","Data Scientist",70000,"EUR",79833,"DE",0,"DE","L","Copenhagen","55.676098","12.568337","82.1","1199.9","4294.7",240000
2979,2021,"MI","FT","Data Scientist",21600,"EUR",25532,"RS",100,"DE","S","Copenhagen","55.676098","12.568337","82.1","1199.9","4294.7",240000
2986,2021,"MI","FT","Data Scientist",76760,"EUR",90734,"DE",50,"DE","L","Copenhagen","55.676098","12.568337","82.1","1199.9","4294.7",240000
2992,2021,"MI","FT","Data Scientist",75000,"EUR",88654,"DE",50,"DE","L","Copenhagen","55.676098","12.568337","82.1","1199.9","4294.7",240000
2996,2020,"EN","FT","Data Scientist",55000,"EUR",62726,"DE",50,"DE","S","Copenhagen","55.676098","12.568337","82.1","1199.9","4294.7",240000
2997,2021,"MI","FT","Data Scientist",76760,"EUR",90734,"DE",50,"DE","L","Copenhagen","55.676098","12.568337","82.1","1199.9","4294.7",240000
3032,2023,"SE","FT","Deep Learning Researcher",115000,"EUR",123405,"DE",0,"DE","L","Copenhagen","55.676098","12.568337","82.1","1199.9","4294.7",240000
3039,2021,"EX","FT","Director of Data Science",110000,"EUR",130026,"DE",50,"DE","M","Copenhagen","55.676098","12.568337","82.1","1199.9","4294.7",240000
3040,2021,"EX","FT","Director of Data Science",120000,"EUR",141846,"DE",0,"DE","L","Copenhagen","55.676098","12.568337","82.1","1199.9","4294.7",240000
3095,2022,"SE","FT","Lead Machine Learning Engineer",80000,"EUR",84053,"DE",0,"DE","M","Copenhagen","55.676098","12.568337","82.1","1199.9","4294.7",240000
3097,2022,"EN","FT","Machine Learning Developer",33000,"USD",33000,"IT",100,"DE","S","Copenhagen","55.676098","12.568337","82.1","1199.9","4294.7",240000
3181,2023,"SE","FT","Machine Learning Engineer",275000,"USD",275000,"DE",0,"DE","M","Copenhagen","55.676098","12.568337","82.1","1199.9","4294.7",240000
3182,2023,"SE","FT","Machine Learning Engineer",174000,"USD",174000,"DE",0,"DE","M","Copenhagen","55.676098","12.568337","82.1","1199.9","4294.7",240000
3342,2022,"MI","FT","Machine Learning Engineer",80000,"EUR",84053,"FR",100,"DE","M","Copenhagen","55.676098","12.568337","82.1","1199.9","4294.7",240000
3360,2021,"SE","FT","Machine Learning Engineer",80000,"EUR",94564,"DE",50,"DE","L","Copenhagen","55.676098","12.568337","82.1","1199.9","4294.7",240000
3363,2021,"EN","FT","Machine Learning Engineer",85000,"USD",85000,"NL",100,"DE","S","Copenhagen","55.676098","12.568337","82.1","1199.9","4294.7",240000
3365,2021,"EN","FT","Machine Learning Engineer",21000,"EUR",24823,"DE",50,"DE","M","Copenhagen","55.676098","12.568337","82.1","1199.9","4294.7",240000
3384,2022,"EN","FT","Machine Learning Research Engineer",63000,"EUR",66192,"DE",50,"DE","L","Copenhagen","55.676098","12.568337","82.1","1199.9","4294.7",240000
3402,2022,"EN","FT","Machine Learning Scientist",33000,"EUR",34672,"IT",100,"DE","S","Copenhagen","55.676098","12.568337","82.1","1199.9","4294.7",240000
3456,2020,"EN","PT","ML Engineer",14000,"EUR",15966,"DE",100,"DE","S","Copenhagen","55.676098","12.568337","82.1","1199.9","4294.7",240000
3475,2022,"SE","FT","Principal Data Scientist",148000,"EUR",155499,"DE",100,"DE","M","Copenhagen","55.676098","12.568337","82.1","1199.9","4294.7",240000
3477,2021,"SE","FT","Principal Data Scientist",147000,"EUR",173762,"DE",100,"DE","M","Copenhagen","55.676098","12.568337","82.1","1199.9","4294.7",240000
3478,2020,"SE","FT","Principal Data Scientist",130000,"EUR",148261,"DE",100,"DE","M","Copenhagen","55.676098","12.568337","82.1","1199.9","4294.7",240000
3486,2023,"SE","FT","Research Engineer",275000,"USD",275000,"DE",0,"DE","M","Copenhagen","55.676098","12.568337","82.1","1199.9","4294.7",240000
3487,2023,"SE","FT","Research Engineer",174000,"USD",174000,"DE",0,"DE","M","Copenhagen","55.676098","12.568337","82.1","1199.9","4294.7",240000
3504,2023,"SE","FT","Research Engineer",100000,"EUR",107309,"DE",100,"DE","S","Copenhagen","55.676098","12.568337","82.1","1199.9","4294.7",240000
3505,2023,"SE","FT","Research Engineer",80000,"EUR",85847,"DE",100,"DE","S","Copenhagen","55.676098","12.568337","82.1","1199.9","4294.7",240000
3585,2022,"MI","FT","Research Scientist",120000,"EUR",126080,"DE",0,"DE","S","Copenhagen","55.676098","12.568337","82.1","1199.9","4294.7",240000
3586,2022,"MI","FT","Research Scientist",80000,"EUR",84053,"DE",0,"DE","S","Copenhagen","55.676098","12.568337","82.1","1199.9","4294.7",240000
