"id","work_year","experience_level","employment_type","job_title","salary","salary_currency","salary_in_usd","employee_residence","remote_ratio","company_location","company_size","tech_hub","lat","long","cost_of_living_index","cost_of_lving_single_usd","cost_of_living_family4_usd","median_home_price_usd"
303,2023,"MI","FT","Data Analyst",38000,"GBP",46178,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
304,2023,"MI","FT","Data Analyst",35000,"GBP",42533,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
352,2023,"MI","FT","Data Analyst",60000,"GBP",72914,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
353,2023,"MI","FT","Data Analyst",45000,"GBP",54685,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
431,2023,"MI","FT","Data Analyst",80000,"GBP",97218,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
432,2023,"MI","FT","Data Analyst",40000,"GBP",48609,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
439,2023,"MI","FT","Data Analyst",65000,"GBP",78990,"GB",100,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
440,2023,"MI","FT","Data Analyst",36050,"GBP",43809,"GB",100,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
515,2023,"MI","FT","Data Analyst",90000,"GBP",109371,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
516,2023,"MI","FT","Data Analyst",70000,"GBP",85066,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
530,2023,"MI","FT","Data Analyst",50000,"GBP",60761,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
531,2023,"MI","FT","Data Analyst",45000,"GBP",54685,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
575,2023,"MI","FT","Data Analyst",65000,"GBP",78990,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
576,2023,"MI","FT","Data Analyst",36050,"GBP",43809,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
619,2022,"MI","FT","Data Analyst",350000,"GBP",430967,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
620,2022,"MI","FT","Data Analyst",45000,"GBP",55410,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
656,2022,"SE","FT","Data Analyst",75000,"GBP",92350,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
657,2022,"SE","FT","Data Analyst",57000,"GBP",70186,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
774,2022,"SE","FT","Data Analyst",70000,"GBP",86193,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
775,2022,"SE","FT","Data Analyst",50000,"GBP",61566,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
804,2022,"MI","FT","Data Analyst",40000,"GBP",49253,"GB",100,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
805,2022,"MI","FT","Data Analyst",30000,"GBP",36940,"GB",100,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
846,2022,"MI","FT","Data Analyst",50000,"GBP",61566,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
847,2022,"MI","FT","Data Analyst",35000,"GBP",43096,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
879,2021,"MI","FT","Data Analyst",37456,"GBP",51519,"GB",50,"GB","L","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
896,2021,"SE","FT","Data Analytics Engineer",50000,"USD",50000,"VN",100,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
942,2023,"SE","FT","Data Architect",138000,"USD",138000,"GB",100,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
943,2023,"SE","FT","Data Architect",92000,"USD",92000,"GB",100,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
1220,2023,"MI","FT","Data Engineer",70000,"GBP",85066,"GB",100,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
1221,2023,"MI","FT","Data Engineer",47500,"GBP",57723,"GB",100,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
1234,2023,"SE","FT","Data Engineer",112700,"GBP",136956,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
1235,2023,"SE","FT","Data Engineer",83300,"GBP",101228,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
1282,2023,"MI","FT","Data Engineer",105000,"GBP",127599,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
1283,2023,"MI","FT","Data Engineer",85000,"GBP",103294,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
1322,2023,"MI","FT","Data Engineer",95000,"GBP",115447,"GB",100,"GB","L","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
1377,2023,"MI","FT","Data Engineer",55000,"GBP",66837,"GB",100,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
1378,2023,"MI","FT","Data Engineer",52000,"GBP",63192,"GB",100,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
1562,2022,"MI","FT","Data Engineer",75000,"GBP",92350,"GB",100,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
1563,2022,"MI","FT","Data Engineer",60000,"GBP",73880,"GB",100,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
1695,2022,"SE","FT","Data Engineer",50000,"GBP",61566,"GB",100,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
1696,2022,"SE","FT","Data Engineer",35000,"GBP",43096,"GB",100,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
1733,2022,"EN","FT","Data Engineer",50000,"GBP",61566,"GB",100,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
1734,2022,"EN","FT","Data Engineer",40000,"GBP",49253,"GB",100,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
1780,2022,"MI","FT","Data Engineer",90000,"GBP",110820,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
1781,2022,"MI","FT","Data Engineer",75000,"GBP",92350,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
1822,2022,"MI","FT","Data Engineer",65000,"GBP",80036,"GB",100,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
1823,2022,"MI","FT","Data Engineer",55000,"GBP",67723,"GB",100,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
1834,2022,"MI","FT","Data Engineer",65000,"GBP",80036,"GB",100,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
1835,2022,"MI","FT","Data Engineer",55000,"GBP",67723,"GB",100,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
1849,2021,"EN","FT","Data Engineer",33000,"GBP",45390,"GB",50,"GB","L","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
1856,2022,"MI","FT","Data Engineer",80000,"GBP",98506,"GB",100,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
1857,2022,"MI","FT","Data Engineer",70000,"GBP",86193,"GB",100,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
1860,2022,"SE","FT","Data Engineer",84958,"GBP",104611,"GB",100,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
1861,2022,"SE","FT","Data Engineer",66822,"GBP",82280,"GB",100,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
1875,2022,"MI","FT","Data Engineer",80000,"GBP",98506,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
1876,2022,"MI","FT","Data Engineer",60000,"GBP",73880,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
1899,2022,"MI","FT","Data Engineer",74000,"GBP",91118,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
1900,2022,"MI","FT","Data Engineer",50000,"GBP",61566,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
1905,2022,"MI","FT","Data Engineer",110000,"GBP",135446,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
1906,2022,"MI","FT","Data Engineer",85000,"GBP",104663,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
1915,2022,"MI","FT","Data Engineer",75000,"GBP",92350,"GB",100,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
1916,2022,"MI","FT","Data Engineer",55000,"GBP",67723,"GB",100,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
1918,2022,"MI","FT","Data Engineer",90000,"GBP",110820,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
1919,2022,"MI","FT","Data Engineer",75000,"GBP",92350,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
1932,2022,"MI","FT","Data Engineer",80000,"GBP",98506,"GB",100,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
1933,2022,"MI","FT","Data Engineer",70000,"GBP",86193,"GB",100,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
1936,2022,"MI","FT","Data Engineer",75000,"GBP",92350,"GB",100,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
1937,2022,"MI","FT","Data Engineer",60000,"GBP",73880,"GB",100,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
1942,2022,"MI","FT","Data Engineer",60000,"GBP",73880,"GB",100,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
1943,2022,"MI","FT","Data Engineer",45000,"GBP",55410,"GB",100,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
1950,2022,"MI","FT","Data Engineer",60000,"GBP",73880,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
1951,2022,"MI","FT","Data Engineer",40000,"GBP",49253,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
1958,2022,"EN","FT","Data Engineer",40000,"GBP",49253,"GB",100,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
1959,2022,"EN","FT","Data Engineer",35000,"GBP",43096,"GB",100,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
1960,2022,"SE","FT","Data Engineer",60000,"GBP",73880,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
1961,2022,"SE","FT","Data Engineer",50000,"GBP",61566,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
2012,2021,"MI","FT","Data Engineer",60000,"GBP",82528,"GB",100,"GB","L","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
2018,2021,"SE","FT","Data Engineer",82500,"GBP",113476,"GB",100,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
2023,2020,"MI","FT","Data Engineer",88000,"GBP",112872,"GB",50,"GB","L","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
2030,2021,"SE","FT","Data Engineer",70000,"GBP",96282,"GB",50,"GB","L","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
2031,2021,"MI","FT","Data Engineer",52500,"GBP",72212,"GB",50,"GB","L","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
2043,2021,"MI","FT","Data Engineer",48000,"GBP",66022,"HK",50,"GB","S","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
2047,2021,"SE","FT","Data Engineer",65000,"EUR",76833,"RO",50,"GB","S","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
2066,2023,"SE","FT","Data Manager",60027,"GBP",72946,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
2067,2023,"SE","FT","Data Manager",44737,"GBP",54365,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
2117,2022,"MI","FT","Data Science Consultant",57000,"GBP",70186,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
2118,2022,"MI","FT","Data Science Consultant",42000,"GBP",51716,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
2137,2023,"MI","FT","Data Science Lead",60000,"GBP",72914,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
2138,2023,"MI","FT","Data Science Lead",50000,"GBP",60761,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
2232,2023,"MI","FT","Data Scientist",55000,"GBP",66837,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
2233,2023,"MI","FT","Data Scientist",45000,"GBP",54685,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
2248,2022,"SE","FT","Data Scientist",84000,"EUR",88256,"ES",100,"GB","L","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
2326,2023,"MI","FT","Data Scientist",65000,"GBP",78990,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
2327,2023,"MI","FT","Data Scientist",42000,"GBP",51039,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
2330,2023,"MI","FT","Data Scientist",70000,"GBP",85066,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
2331,2023,"MI","FT","Data Scientist",42000,"GBP",51039,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
2332,2023,"MI","FT","Data Scientist",90000,"GBP",109371,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
2333,2023,"MI","FT","Data Scientist",60000,"GBP",72914,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
2459,2023,"SE","FT","Data Scientist",185000,"USD",185000,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
2460,2023,"SE","FT","Data Scientist",120250,"USD",120250,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
2588,2022,"MI","FT","Data Scientist",75000,"GBP",92350,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
2589,2022,"MI","FT","Data Scientist",55000,"GBP",67723,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
2701,2022,"MI","FT","Data Scientist",47000,"GBP",57872,"GB",50,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
2722,2022,"EN","FT","Data Scientist",27000,"GBP",33246,"GB",50,"GB","L","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
2796,2022,"MI","FT","Data Scientist",83000,"GBP",102200,"GB",100,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
2837,2022,"MI","FT","Data Scientist",96000,"GBP",118208,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
2838,2022,"MI","FT","Data Scientist",90000,"GBP",110820,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
2868,2022,"MI","FT","Data Scientist",107000,"GBP",131752,"GB",100,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
2872,2022,"MI","FT","Data Scientist",65000,"GBP",80036,"GB",50,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
2891,2022,"MI","FT","Data Scientist",55000,"GBP",67723,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
2892,2022,"MI","FT","Data Scientist",35000,"GBP",43096,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
2895,2022,"MI","FT","Data Scientist",50000,"GBP",61566,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
2896,2022,"MI","FT","Data Scientist",30000,"GBP",36940,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
2905,2022,"SE","FT","Data Scientist",90000,"GBP",110820,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
2906,2022,"SE","FT","Data Scientist",80000,"GBP",98506,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
2939,2022,"MI","FT","Data Scientist",140000,"GBP",172386,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
2940,2022,"MI","FT","Data Scientist",70000,"GBP",86193,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
2967,2020,"MI","FT","Data Scientist",60000,"GBP",76958,"GB",100,"GB","S","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
2989,2021,"MI","FT","Data Scientist",40900,"GBP",56256,"GB",50,"GB","L","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
2991,2021,"MI","FT","Data Scientist",85000,"GBP",116914,"GB",50,"GB","L","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
3030,2022,"MI","FT","Deep Learning Engineer",70000,"GBP",86193,"GB",100,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
3031,2022,"MI","FT","Deep Learning Engineer",40000,"GBP",49253,"GB",100,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
3052,2023,"MI","FT","ETL Engineer",70000,"GBP",85066,"GB",100,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
3053,2023,"MI","FT","ETL Engineer",47500,"GBP",57723,"GB",100,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
3054,2021,"SE","FT","Finance Data Analyst",45000,"GBP",61896,"GB",50,"GB","L","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
3065,2023,"EX","FT","Head of Data Science",131899,"GBP",160288,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
3066,2023,"EX","FT","Head of Data Science",104891,"GBP",127467,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
3074,2023,"MI","FT","Insight Analyst",42000,"GBP",51039,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
3075,2023,"MI","FT","Insight Analyst",35000,"GBP",42533,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
3082,2021,"SE","FT","Lead Data Engineer",75000,"GBP",103160,"GB",100,"GB","S","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
3090,2022,"MI","FT","Lead Data Scientist",50000,"GBP",61566,"GB",50,"GB","S","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
3149,2023,"SE","FT","Machine Learning Engineer",161000,"GBP",195652,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
3150,2023,"SE","FT","Machine Learning Engineer",83300,"GBP",101228,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
3209,2023,"MI","FT","Machine Learning Engineer",40000,"GBP",48609,"GB",100,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
3219,2023,"MI","FT","Machine Learning Engineer",100000,"GBP",121523,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
3220,2023,"MI","FT","Machine Learning Engineer",80000,"GBP",97218,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
3221,2023,"MI","FT","Machine Learning Engineer",120000,"GBP",145828,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
3222,2023,"MI","FT","Machine Learning Engineer",100000,"GBP",121523,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
3246,2023,"MI","FT","Machine Learning Engineer",89700,"GBP",109006,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
3247,2023,"MI","FT","Machine Learning Engineer",55250,"GBP",67141,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
3252,2023,"MI","FT","Machine Learning Engineer",62000,"GBP",75344,"GB",100,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
3253,2023,"MI","FT","Machine Learning Engineer",52000,"GBP",63192,"GB",100,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
3254,2023,"MI","FT","Machine Learning Engineer",48000,"GBP",58331,"GB",100,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
3255,2023,"MI","FT","Machine Learning Engineer",38000,"GBP",46178,"GB",100,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
3294,2022,"MI","FT","Machine Learning Engineer",85000,"GBP",104663,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
3295,2022,"MI","FT","Machine Learning Engineer",65000,"GBP",80036,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
3315,2022,"MI","FT","Machine Learning Engineer",104000,"GBP",128058,"GB",50,"GB","L","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
3326,2022,"EN","FT","Machine Learning Engineer",45000,"GBP",55410,"GB",100,"GB","S","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
3334,2022,"EN","FT","Machine Learning Engineer",30000,"USD",30000,"GB",100,"GB","L","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
3340,2022,"MI","FT","Machine Learning Engineer",95000,"GBP",116976,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
3341,2022,"MI","FT","Machine Learning Engineer",75000,"GBP",92350,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
3345,2022,"EN","FT","Machine Learning Engineer",28500,"GBP",35093,"GB",100,"GB","L","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
3383,2023,"MI","FT","Machine Learning Research Engineer",60000,"GBP",72914,"GB",0,"GB","L","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
3425,2022,"SE","FT","Marketing Data Analyst",200000,"USD",200000,"GB",100,"GB","S","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
3508,2023,"EN","FT","Research Engineer",120000,"USD",120000,"GB",100,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
3509,2023,"EN","FT","Research Engineer",60000,"USD",60000,"GB",100,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
3528,2023,"MI","FT","Research Scientist",161200,"GBP",195895,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
3529,2023,"MI","FT","Research Scientist",84570,"GBP",102772,"GB",0,"GB","M","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
3594,2021,"EN","FT","Research Scientist",60000,"GBP",82528,"GB",50,"GB","L","London","51.507351","-0.127758","83.6","1303.2","4457.6",1689022
