"id","work_year","experience_level","employment_type","job_title","salary","salary_currency","salary_in_usd","employee_residence","remote_ratio","company_location","company_size","tech_hub","lat","long","cost_of_living_index","cost_of_lving_single_usd","cost_of_living_family4_usd","median_home_price_usd"
592,2022,"MI","FT","Data Analyst",1125000,"INR",14307,"IN",100,"IN","L","Bangalore","12.971599","77.594566","25.5","368.6","1290.3",121749
632,2021,"MI","FT","Data Analyst",1250000,"INR",16904,"IN",50,"IN","L","Bangalore","12.971599","77.594566","25.5","368.6","1290.3",121749
766,2022,"EN","FT","Data Analyst",500000,"INR",6359,"FR",100,"IN","L","Bangalore","12.971599","77.594566","25.5","368.6","1290.3",121749
778,2022,"MI","FT","Data Analyst",450000,"INR",5723,"IN",100,"IN","S","Bangalore","12.971599","77.594566","25.5","368.6","1290.3",121749
881,2020,"EN","FT","Data Analyst",450000,"INR",6072,"IN",0,"IN","S","Bangalore","12.971599","77.594566","25.5","368.6","1290.3",121749
1086,2023,"EN","FT","Data Engineer",1400000,"INR",17022,"IN",100,"IN","L","Bangalore","12.971599","77.594566","25.5","368.6","1290.3",121749
1574,2022,"MI","FT","Data Engineer",2800000,"INR",35610,"IN",50,"IN","L","Bangalore","12.971599","77.594566","25.5","368.6","1290.3",121749
1909,2020,"EN","FT","Data Engineer",1000000,"INR",13493,"IN",100,"IN","L","Bangalore","12.971599","77.594566","25.5","368.6","1290.3",121749
1910,2020,"EN","FT","Data Engineer",1000000,"INR",13493,"IN",100,"IN","L","Bangalore","12.971599","77.594566","25.5","368.6","1290.3",121749
2019,2021,"EN","FT","Data Engineer",2250000,"INR",30428,"IN",100,"IN","L","Bangalore","12.971599","77.594566","25.5","368.6","1290.3",121749
2032,2021,"EN","FT","Data Engineer",1600000,"INR",21637,"IN",50,"IN","M","Bangalore","12.971599","77.594566","25.5","368.6","1290.3",121749
2128,2020,"EN","FT","Data Science Consultant",423000,"INR",5707,"IN",50,"IN","M","Bangalore","12.971599","77.594566","25.5","368.6","1290.3",121749
2198,2021,"SE","FT","Data Science Manager",7000000,"INR",94665,"IN",50,"IN","L","Bangalore","12.971599","77.594566","25.5","368.6","1290.3",121749
2364,2023,"MI","FT","Data Scientist",1400000,"INR",17022,"IN",100,"IN","L","Bangalore","12.971599","77.594566","25.5","368.6","1290.3",121749
2438,2023,"EN","FT","Data Scientist",800000,"INR",9727,"IN",0,"IN","L","Bangalore","12.971599","77.594566","25.5","368.6","1290.3",121749
2456,2023,"EN","FT","Data Scientist",1050000,"INR",12767,"IN",50,"IN","L","Bangalore","12.971599","77.594566","25.5","368.6","1290.3",121749
2493,2023,"EN","FT","Data Scientist",1060000,"INR",12888,"IN",50,"IN","S","Bangalore","12.971599","77.594566","25.5","368.6","1290.3",121749
2548,2021,"SE","FT","Data Scientist",4000000,"INR",54094,"IN",100,"IN","L","Bangalore","12.971599","77.594566","25.5","368.6","1290.3",121749
2567,2022,"MI","FT","Data Scientist",1100000,"INR",13989,"IN",100,"IN","L","Bangalore","12.971599","77.594566","25.5","368.6","1290.3",121749
2797,2022,"EN","FT","Data Scientist",1800000,"INR",22892,"IN",50,"IN","M","Bangalore","12.971599","77.594566","25.5","368.6","1290.3",121749
2945,2022,"MI","FT","Data Scientist",2400000,"INR",30523,"IN",100,"IN","L","Bangalore","12.971599","77.594566","25.5","368.6","1290.3",121749
2946,2022,"EN","FT","Data Scientist",1400000,"INR",17805,"IN",100,"IN","M","Bangalore","12.971599","77.594566","25.5","368.6","1290.3",121749
2961,2021,"MI","FT","Data Scientist",700000,"INR",9466,"IN",0,"IN","S","Bangalore","12.971599","77.594566","25.5","368.6","1290.3",121749
2968,2021,"EN","FT","Data Scientist",2200000,"INR",29751,"IN",50,"IN","L","Bangalore","12.971599","77.594566","25.5","368.6","1290.3",121749
2970,2021,"EN","FT","Data Scientist",2100000,"INR",28399,"IN",100,"IN","M","Bangalore","12.971599","77.594566","25.5","368.6","1290.3",121749
2980,2021,"MI","FT","Data Scientist",1250000,"INR",16904,"IN",100,"IN","S","Bangalore","12.971599","77.594566","25.5","368.6","1290.3",121749
2984,2020,"MI","FT","Data Scientist",3000000,"INR",40481,"IN",0,"IN","L","Bangalore","12.971599","77.594566","25.5","368.6","1290.3",121749
2990,2021,"MI","FT","Data Scientist",2500000,"INR",33808,"IN",0,"IN","M","Bangalore","12.971599","77.594566","25.5","368.6","1290.3",121749
3069,2023,"MI","FT","Head of Data Science",5000000,"INR",60795,"IN",50,"IN","L","Bangalore","12.971599","77.594566","25.5","368.6","1290.3",121749
3073,2022,"EX","FT","Head of Machine Learning",6000000,"INR",76309,"IN",50,"IN","L","Bangalore","12.971599","77.594566","25.5","368.6","1290.3",121749
3077,2023,"MI","FT","Lead Data Analyst",1500000,"INR",18238,"IN",50,"IN","L","Bangalore","12.971599","77.594566","25.5","368.6","1290.3",121749
3080,2021,"MI","FT","Lead Data Analyst",1450000,"INR",19609,"IN",100,"IN","L","Bangalore","12.971599","77.594566","25.5","368.6","1290.3",121749
3087,2022,"SE","FT","Lead Data Scientist",4460000,"INR",56723,"IN",0,"IN","L","Bangalore","12.971599","77.594566","25.5","368.6","1290.3",121749
3091,2021,"SE","FT","Lead Data Scientist",3000000,"INR",40570,"IN",50,"IN","L","Bangalore","12.971599","77.594566","25.5","368.6","1290.3",121749
3094,2022,"SE","FT","Lead Machine Learning Engineer",7500000,"INR",95386,"IN",50,"IN","L","Bangalore","12.971599","77.594566","25.5","368.6","1290.3",121749
3103,2022,"MI","FT","Machine Learning Engineer",1650000,"INR",20984,"IN",50,"IN","L","Bangalore","12.971599","77.594566","25.5","368.6","1290.3",121749
3355,2021,"EN","FT","Machine Learning Engineer",20000,"USD",20000,"IN",100,"IN","S","Bangalore","12.971599","77.594566","25.5","368.6","1290.3",121749
3364,2021,"SE","FT","Machine Learning Engineer",4900000,"INR",66265,"IN",0,"IN","L","Bangalore","12.971599","77.594566","25.5","368.6","1290.3",121749
3366,2021,"SE","FT","Machine Learning Engineer",1799997,"INR",24342,"IN",100,"IN","L","Bangalore","12.971599","77.594566","25.5","368.6","1290.3",121749
3386,2021,"EN","FT","Machine Learning Research Engineer",900000,"INR",12171,"IN",100,"IN","M","Bangalore","12.971599","77.594566","25.5","368.6","1290.3",121749
3467,2021,"EN","FT","Power BI Developer",400000,"INR",5409,"IN",50,"IN","L","Bangalore","12.971599","77.594566","25.5","368.6","1290.3",121749
3470,2022,"SE","FT","Principal Data Architect",3000000,"INR",38154,"IN",100,"IN","L","Bangalore","12.971599","77.594566","25.5","368.6","1290.3",121749
3482,2023,"MI","FT","Product Data Analyst",1350000,"INR",16414,"IN",100,"IN","L","Bangalore","12.971599","77.594566","25.5","368.6","1290.3",121749
3485,2020,"MI","FT","Product Data Analyst",450000,"INR",6072,"IN",100,"IN","L","Bangalore","12.971599","77.594566","25.5","368.6","1290.3",121749
3564,2022,"MI","FT","Research Scientist",23000,"USD",23000,"IN",100,"IN","L","Bangalore","12.971599","77.594566","25.5","368.6","1290.3",121749
